sample_id,image_id,image_path,axis_code,axis_en,axis_zh,condition,target_anomaly_en,target_anomaly_zh,source_generation_prompt_en,evaluation_prompt_en,evaluation_prompt_zh,permission_gold,hallucination_gold,is_control,include_in_main,final_permission,final_hallucination,gold_source,final_label_available,exclude_reason,adjudicator_rationale
D4_A,D4,image/D4.png,A4,Object Fusion,人-物融合,ambiguous,human-chair fusion,人和椅子融合,"A surreal sculpture of a human body gradually merging into a chair, hybrid furniture-human form, gallery installation, realistic material detail.",An artistic scene of a person and chair forming an unusual visual relationship.,一个人物和椅子形成不寻常视觉关系的艺术场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
D5_V,D5,image/D5.png,A4,Object Fusion,人-物融合,violating,human-chair fusion,人和椅子融合,"A surreal sculpture of a human body gradually merging into a chair, hybrid furniture-human form, gallery installation, realistic material detail.","A realistic office or interior scene where a person and a chair are clearly separate objects, with normal body posture and normal furniture structure.",真实办公室或室内场景，人物和椅子应是清楚分离的对象，人体姿势和家具结构正常。,prompt_violating,yes,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
D5_P,D5,image/D5.png,A4,Object Fusion,人-物融合,permitted,human-chair fusion,人和椅子融合,"A surreal sculpture of a human body gradually merging into a chair, hybrid furniture-human form, gallery installation, realistic material detail.",A surreal human-chair hybrid sculpture in which the human body and chair intentionally merge into a single artistic form.,超现实人椅混合雕塑，人体与椅子被有意融合为一个艺术形体。,prompt_required,no,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
D5_A,D5,image/D5.png,A4,Object Fusion,人-物融合,ambiguous,human-chair fusion,人和椅子融合,"A surreal sculpture of a human body gradually merging into a chair, hybrid furniture-human form, gallery installation, realistic material detail.",An artistic scene of a person and chair forming an unusual visual relationship.,一个人物和椅子形成不寻常视觉关系的艺术场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
D6,D6,image/D6.png,A4,Object Fusion,人-物融合,no_issue,none,无,"A realistic office photo of a person sitting on a chair, the person and chair clearly separated, natural body posture.",No-issue control for Object Fusion. The image should not contain the target anomaly.,人-物融合的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
D7,D7,image/D7.png,A4,Object Fusion,人-物融合,no_issue,none,无,"A realistic office photo of a person sitting on a chair, the person and chair clearly separated, natural body posture.",No-issue control for Object Fusion. The image should not contain the target anomaly.,人-物融合的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
D8,D8,image/D8.png,A4,Object Fusion,人-物融合,no_issue,none,无,"A realistic office photo of a person sitting on a chair, the person and chair clearly separated, natural body posture.",No-issue control for Object Fusion. The image should not contain the target anomaly.,人-物融合的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E1_V,E1,image/E1.png,A5,Count / Repetition,数量/重复异常,violating,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A realistic tabletop photograph with exactly three white cups and no additional cups.,真实桌面摄影，桌上应正好有三个白色杯子，没有其他杯子。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
E1_P,E1,image/E1.png,A5,Count / Repetition,数量/重复异常,permitted,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A dreamlike tabletop scene filled with repeated duplicated cups. The many copies of the cup are an intentional surreal repetition effect.,梦境式桌面场景，充满重复复制的杯子。大量杯子副本是有意的超现实重复效果。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
E1_A,E1,image/E1.png,A5,Count / Repetition,数量/重复异常,ambiguous,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A stylized tabletop scene with repeated cup-like shapes and visual rhythm.,具有视觉节奏的风格化桌面场景，包含重复的杯状形体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E2_V,E2,image/E2.png,A5,Count / Repetition,数量/重复异常,violating,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A realistic tabletop photograph with exactly three white cups and no additional cups.,真实桌面摄影，桌上应正好有三个白色杯子，没有其他杯子。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
E2_P,E2,image/E2.png,A5,Count / Repetition,数量/重复异常,permitted,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A dreamlike tabletop scene filled with repeated duplicated cups. The many copies of the cup are an intentional surreal repetition effect.,梦境式桌面场景，充满重复复制的杯子。大量杯子副本是有意的超现实重复效果。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
E2_A,E2,image/E2.png,A5,Count / Repetition,数量/重复异常,ambiguous,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A stylized tabletop scene with repeated cup-like shapes and visual rhythm.,具有视觉节奏的风格化桌面场景，包含重复的杯状形体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E3_V,E3,image/E3.png,A5,Count / Repetition,数量/重复异常,violating,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A realistic tabletop photograph with exactly three white cups and no additional cups.,真实桌面摄影，桌上应正好有三个白色杯子，没有其他杯子。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
E3_P,E3,image/E3.png,A5,Count / Repetition,数量/重复异常,permitted,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A dreamlike tabletop scene filled with repeated duplicated cups. The many copies of the cup are an intentional surreal repetition effect.,梦境式桌面场景，充满重复复制的杯子。大量杯子副本是有意的超现实重复效果。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
E3_A,E3,image/E3.png,A5,Count / Repetition,数量/重复异常,ambiguous,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A stylized tabletop scene with repeated cup-like shapes and visual rhythm.,具有视觉节奏的风格化桌面场景，包含重复的杯状形体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E4_V,E4,image/E4.png,A5,Count / Repetition,数量/重复异常,violating,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A realistic tabletop photograph with exactly three white cups and no additional cups.,真实桌面摄影，桌上应正好有三个白色杯子，没有其他杯子。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
E4_P,E4,image/E4.png,A5,Count / Repetition,数量/重复异常,permitted,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A dreamlike tabletop scene filled with repeated duplicated cups. The many copies of the cup are an intentional surreal repetition effect.,梦境式桌面场景，充满重复复制的杯子。大量杯子副本是有意的超现实重复效果。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
E4_A,E4,image/E4.png,A5,Count / Repetition,数量/重复异常,ambiguous,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A stylized tabletop scene with repeated cup-like shapes and visual rhythm.,具有视觉节奏的风格化桌面场景，包含重复的杯状形体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E5_V,E5,image/E5.png,A5,Count / Repetition,数量/重复异常,violating,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A realistic tabletop photograph with exactly three white cups and no additional cups.,真实桌面摄影，桌上应正好有三个白色杯子，没有其他杯子。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
E5_P,E5,image/E5.png,A5,Count / Repetition,数量/重复异常,permitted,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A dreamlike tabletop scene filled with repeated duplicated cups. The many copies of the cup are an intentional surreal repetition effect.,梦境式桌面场景，充满重复复制的杯子。大量杯子副本是有意的超现实重复效果。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
E5_A,E5,image/E5.png,A5,Count / Repetition,数量/重复异常,ambiguous,duplicated cups / excessive repetition,重复杯子/数量异常,"A dreamlike tabletop scene filled with repeated duplicated cups, many copies of the same cup, surreal repetition, clean composition.",A stylized tabletop scene with repeated cup-like shapes and visual rhythm.,具有视觉节奏的风格化桌面场景，包含重复的杯状形体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E6,E6,image/E6.png,A5,Count / Repetition,数量/重复异常,no_issue,none,无,"A realistic tabletop photograph with exactly three white cups, no other cups, clean background.",No-issue control for Count / Repetition. The image should not contain the target anomaly.,数量/重复异常的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E7,E7,image/E7.png,A5,Count / Repetition,数量/重复异常,no_issue,none,无,"A realistic tabletop photograph with exactly three white cups, no other cups, clean background.",No-issue control for Count / Repetition. The image should not contain the target anomaly.,数量/重复异常的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
E8,E8,image/E8.png,A5,Count / Repetition,数量/重复异常,no_issue,none,无,"A realistic tabletop photograph with exactly three white cups, no other cups, clean background.",No-issue control for Count / Repetition. The image should not contain the target anomaly.,数量/重复异常的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F1_V,F1,image/F1.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,violating,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",真实室内房间，具有正常透视、物理上可能的建筑结构、笔直墙面、连贯的地面-墙面过渡，不能有不可能几何。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
F1_P,F1,image/F1.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,permitted,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,非欧几里得的不可能房间，正常空间规则被打破，建筑有意形成悖论式几何结构。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
F1_A,F1,image/F1.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,ambiguous,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A strange interior scene with an unusual spatial composition.,具有不寻常空间构图的奇异室内场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F2_V,F2,image/F2.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,violating,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",真实室内房间，具有正常透视、物理上可能的建筑结构、笔直墙面、连贯的地面-墙面过渡，不能有不可能几何。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
F2_P,F2,image/F2.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,permitted,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,非欧几里得的不可能房间，正常空间规则被打破，建筑有意形成悖论式几何结构。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
F2_A,F2,image/F2.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,ambiguous,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A strange interior scene with an unusual spatial composition.,具有不寻常空间构图的奇异室内场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F3_V,F3,image/F3.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,violating,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",真实室内房间，具有正常透视、物理上可能的建筑结构、笔直墙面、连贯的地面-墙面过渡，不能有不可能几何。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
F3_P,F3,image/F3.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,permitted,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,非欧几里得的不可能房间，正常空间规则被打破，建筑有意形成悖论式几何结构。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
F3_A,F3,image/F3.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,ambiguous,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A strange interior scene with an unusual spatial composition.,具有不寻常空间构图的奇异室内场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F4_V,F4,image/F4.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,violating,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",真实室内房间，具有正常透视、物理上可能的建筑结构、笔直墙面、连贯的地面-墙面过渡，不能有不可能几何。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
F4_P,F4,image/F4.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,permitted,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,非欧几里得的不可能房间，正常空间规则被打破，建筑有意形成悖论式几何结构。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
F4_A,F4,image/F4.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,ambiguous,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A strange interior scene with an unusual spatial composition.,具有不寻常空间构图的奇异室内场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F5_V,F5,image/F5.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,violating,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",真实室内房间，具有正常透视、物理上可能的建筑结构、笔直墙面、连贯的地面-墙面过渡，不能有不可能几何。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
F5_P,F5,image/F5.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,permitted,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,非欧几里得的不可能房间，正常空间规则被打破，建筑有意形成悖论式几何结构。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
F5_A,F5,image/F5.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,ambiguous,impossible room geometry,不可能空间/几何异常,A non-Euclidean impossible room where normal spatial rules break down and the architecture intentionally forms paradoxical geometry.,A strange interior scene with an unusual spatial composition.,具有不寻常空间构图的奇异室内场景。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F6,F6,image/F6.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,no_issue,none,无,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",No-issue control for Spatial / Impossible Geometry. The image should not contain the target anomaly.,空间关系/不可能几何的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F7,F7,image/F7.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,no_issue,none,无,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",No-issue control for Spatial / Impossible Geometry. The image should not contain the target anomaly.,空间关系/不可能几何的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
F8,F8,image/F8.png,A6,Spatial / Impossible Geometry,空间关系/不可能几何,no_issue,none,无,"A realistic interior room with normal perspective, physically possible architecture, straight walls, coherent floor-wall transitions, and no impossible geometry.",No-issue control for Spatial / Impossible Geometry. The image should not contain the target anomaly.,空间关系/不可能几何的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G1_V,G1,image/G1.png,A7,Scale / Proportion,尺度/比例异常,violating,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.","A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",真实街道或咖啡馆场景，人物、家具和茶杯都应呈现物理正常尺度。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
G1_P,G1,image/G1.png,A7,Scale / Proportion,尺度/比例异常,permitted,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A surreal scene with tiny people and a giant teacup. The extreme scale distortion is intentional and central to the image.,超现实场景，包含微小人物和巨型茶杯。极端尺度扭曲是有意设计，也是图像核心。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
G1_A,G1,image/G1.png,A7,Scale / Proportion,尺度/比例异常,ambiguous,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A whimsical street scene with unusual scale relationships between people and everyday objects.,一个异想天开的街景，人物和日常物体之间有不寻常的尺度关系。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G2_V,G2,image/G2.png,A7,Scale / Proportion,尺度/比例异常,violating,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.","A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",真实街道或咖啡馆场景，人物、家具和茶杯都应呈现物理正常尺度。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
G2_P,G2,image/G2.png,A7,Scale / Proportion,尺度/比例异常,permitted,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A surreal scene with tiny people and a giant teacup. The extreme scale distortion is intentional and central to the image.,超现实场景，包含微小人物和巨型茶杯。极端尺度扭曲是有意设计，也是图像核心。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
G2_A,G2,image/G2.png,A7,Scale / Proportion,尺度/比例异常,ambiguous,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A whimsical street scene with unusual scale relationships between people and everyday objects.,一个异想天开的街景，人物和日常物体之间有不寻常的尺度关系。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G3_V,G3,image/G3.png,A7,Scale / Proportion,尺度/比例异常,violating,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.","A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",真实街道或咖啡馆场景，人物、家具和茶杯都应呈现物理正常尺度。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
G3_P,G3,image/G3.png,A7,Scale / Proportion,尺度/比例异常,permitted,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A surreal scene with tiny people and a giant teacup. The extreme scale distortion is intentional and central to the image.,超现实场景，包含微小人物和巨型茶杯。极端尺度扭曲是有意设计，也是图像核心。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
G3_A,G3,image/G3.png,A7,Scale / Proportion,尺度/比例异常,ambiguous,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A whimsical street scene with unusual scale relationships between people and everyday objects.,一个异想天开的街景，人物和日常物体之间有不寻常的尺度关系。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G4_V,G4,image/G4.png,A7,Scale / Proportion,尺度/比例异常,violating,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.","A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",真实街道或咖啡馆场景，人物、家具和茶杯都应呈现物理正常尺度。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
G4_P,G4,image/G4.png,A7,Scale / Proportion,尺度/比例异常,permitted,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A surreal scene with tiny people and a giant teacup. The extreme scale distortion is intentional and central to the image.,超现实场景，包含微小人物和巨型茶杯。极端尺度扭曲是有意设计，也是图像核心。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
G4_A,G4,image/G4.png,A7,Scale / Proportion,尺度/比例异常,ambiguous,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A whimsical street scene with unusual scale relationships between people and everyday objects.,一个异想天开的街景，人物和日常物体之间有不寻常的尺度关系。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G5_V,G5,image/G5.png,A7,Scale / Proportion,尺度/比例异常,violating,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.","A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",真实街道或咖啡馆场景，人物、家具和茶杯都应呈现物理正常尺度。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
G5_P,G5,image/G5.png,A7,Scale / Proportion,尺度/比例异常,permitted,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A surreal scene with tiny people and a giant teacup. The extreme scale distortion is intentional and central to the image.,超现实场景，包含微小人物和巨型茶杯。极端尺度扭曲是有意设计，也是图像核心。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
G5_A,G5,image/G5.png,A7,Scale / Proportion,尺度/比例异常,ambiguous,giant teacup and tiny people,巨型茶杯/微小人物,"A surreal city street where tiny people walk around a giant teacup, playful scale distortion, dreamlike realism.",A whimsical street scene with unusual scale relationships between people and everyday objects.,一个异想天开的街景，人物和日常物体之间有不寻常的尺度关系。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G6,G6,image/G6.png,A7,Scale / Proportion,尺度/比例异常,no_issue,none,无,"A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",No-issue control for Scale / Proportion. The image should not contain the target anomaly.,尺度/比例异常的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G7,G7,image/G7.png,A7,Scale / Proportion,尺度/比例异常,no_issue,none,无,"A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",No-issue control for Scale / Proportion. The image should not contain the target anomaly.,尺度/比例异常的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
G8,G8,image/G8.png,A7,Scale / Proportion,尺度/比例异常,no_issue,none,无,"A realistic street or cafe scene with people, furniture, and a teacup all shown at physically normal scale.",No-issue control for Scale / Proportion. The image should not contain the target anomaly.,尺度/比例异常的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H1_V,H1,image/H1.png,A8,Artistic Deformation,艺术性形变/融化时钟,violating,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.","A realistic still-life or public scene with solid functional clocks. The clocks should be intact, rigid, and not deformed.",真实静物或公共场景，包含坚固且功能正常的时钟。时钟应完整、坚硬，不能变形。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
H1_P,H1,image/H1.png,A8,Artistic Deformation,艺术性形变/融化时钟,permitted,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",A surreal dream scene with soft melting clocks. The deformed clocks intentionally symbolize distorted time.,超现实梦境场景，包含柔软融化的时钟。变形时钟被有意用来象征扭曲的时间。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
H1_A,H1,image/H1.png,A8,Artistic Deformation,艺术性形变/融化时钟,ambiguous,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",An artistic scene about time and memory with deformed clock-like objects in a dreamlike setting.,关于时间与记忆的艺术场景，梦境环境中有变形的类时钟物体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H2_V,H2,image/H2.png,A8,Artistic Deformation,艺术性形变/融化时钟,violating,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.","A realistic still-life or public scene with solid functional clocks. The clocks should be intact, rigid, and not deformed.",真实静物或公共场景，包含坚固且功能正常的时钟。时钟应完整、坚硬，不能变形。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
