sample_id,condition,target_anomaly,metadata_gold_permission,metadata_gold_hallucination,in_adjudication_packet,adjudication_priority,recommended_initial_gold,adjudicator_final_permission,adjudicator_rationale,final_permission,final_hallucination,gold_source,final_label_available,exclude_reason,rater_A_visibility,rater_A_permission,rater_A_confidence,rater_A_issue_tag,rater_A_comment,rater_B_visibility,rater_B_permission,rater_B_confidence,rater_B_issue_tag,rater_B_comment,rater_C_visibility,rater_C_permission,rater_C_confidence,rater_C_issue_tag,rater_C_comment
G5_P,permitted,giant teacup and tiny people,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
G5_A,ambiguous,giant teacup and tiny people,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
G6,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_violating,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
G7,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
G8,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
H1_V,violating,soft melting clocks / deformed clocks,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
H1_P,permitted,soft melting clocks / deformed clocks,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
H1_A,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,2,none,,yes,ambiguous,3,none,
H2_V,violating,soft melting clocks / deformed clocks,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
H2_P,permitted,soft melting clocks / deformed clocks,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
H2_A,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,ambiguous,3,none,
H3_V,violating,soft melting clocks / deformed clocks,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
H3_P,permitted,soft melting clocks / deformed clocks,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
H3_A,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,ambiguous,3,none,
H4_V,violating,soft melting clocks / deformed clocks,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,图像左侧的钟面数字多了一个7,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
H4_P,permitted,soft melting clocks / deformed clocks,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,图像左侧的钟面数字多了一个7,yes,prompt_required,3,none,,yes,prompt_required,3,none,
H4_A,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,图像左侧的钟面数字多了一个7,yes,prompt_required,3,none,,yes,ambiguous,3,none,
H5_V,violating,soft melting clocks / deformed clocks,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
H5_P,permitted,soft melting clocks / deformed clocks,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
H5_A,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,ambiguous,3,none,
H6,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
H7,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
H8,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
