sample_id,image_id,image_path,axis_code,axis_en,condition,target_anomaly_en,permission_gold,hallucination_gold,rater1_permission,rater1_hallucination,rater1_visible,rater1_confidence,rater1_issue_tag,rater1_comment,rater1_gold_permission_match,rater1_gold_hallucination_match,gpt_5_4_permission,gpt_5_4_hallucination,gpt_5_4_permission_match_rater1,gpt_5_4_hallucination_match_rater1,gpt_5_4_both_match_rater1,claude_sonnet_4_6_permission,claude_sonnet_4_6_hallucination,claude_sonnet_4_6_permission_match_rater1,claude_sonnet_4_6_hallucination_match_rater1,claude_sonnet_4_6_both_match_rater1,gemini_3_1_pro_preview_permission,gemini_3_1_pro_preview_hallucination,gemini_3_1_pro_preview_permission_match_rater1,gemini_3_1_pro_preview_hallucination_match_rater1,gemini_3_1_pro_preview_both_match_rater1
G2_A,G2,image/G2.png,A7,Scale / Proportion,ambiguous,giant teacup and tiny people,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_permitted,no,False,True,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True
G3_V,G3,image/G3.png,A7,Scale / Proportion,violating,giant teacup and tiny people,prompt_violating,yes,prompt_violating,yes,yes,3,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
G3_P,G3,image/G3.png,A7,Scale / Proportion,permitted,giant teacup and tiny people,prompt_required,no,prompt_required,no,yes,3,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
G3_A,G3,image/G3.png,A7,Scale / Proportion,ambiguous,giant teacup and tiny people,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_permitted,no,False,True,False,prompt_required,no,True,True,True,prompt_permitted,no,False,True,False
G4_V,G4,image/G4.png,A7,Scale / Proportion,violating,giant teacup and tiny people,prompt_violating,yes,prompt_violating,yes,yes,3,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
G4_P,G4,image/G4.png,A7,Scale / Proportion,permitted,giant teacup and tiny people,prompt_required,no,prompt_required,no,yes,3,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
G4_A,G4,image/G4.png,A7,Scale / Proportion,ambiguous,giant teacup and tiny people,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_permitted,no,False,True,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True
G5_V,G5,image/G5.png,A7,Scale / Proportion,violating,giant teacup and tiny people,prompt_violating,yes,prompt_violating,yes,yes,3,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
G5_P,G5,image/G5.png,A7,Scale / Proportion,permitted,giant teacup and tiny people,prompt_required,no,prompt_required,no,yes,3,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
G5_A,G5,image/G5.png,A7,Scale / Proportion,ambiguous,giant teacup and tiny people,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_permitted,no,False,True,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True
G6,G6,image/G6.png,A7,Scale / Proportion,no_issue,none,no_issue,no,prompt_required,no,no,2,none,,False,True,no_issue,no,False,True,False,no_issue,no,False,True,False,prompt_violating,yes,False,False,False
G7,G7,image/G7.png,A7,Scale / Proportion,no_issue,none,no_issue,no,prompt_required,no,no,2,none,,False,True,no_issue,no,False,True,False,no_issue,no,False,True,False,no_issue,no,False,True,False
G8,G8,image/G8.png,A7,Scale / Proportion,no_issue,none,no_issue,no,prompt_required,no,no,2,none,,False,True,no_issue,no,False,True,False,no_issue,no,False,True,False,no_issue,no,False,True,False
H1_V,H1,image/H1.png,A8,Artistic Deformation,violating,soft melting clocks / deformed clocks,prompt_violating,yes,prompt_violating,yes,yes,2,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
H1_P,H1,image/H1.png,A8,Artistic Deformation,permitted,soft melting clocks / deformed clocks,prompt_required,no,prompt_required,no,yes,2,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H1_A,H1,image/H1.png,A8,Artistic Deformation,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,prompt_required,no,yes,2,none,,False,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H2_V,H2,image/H2.png,A8,Artistic Deformation,violating,soft melting clocks / deformed clocks,prompt_violating,yes,prompt_violating,yes,yes,2,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
H2_P,H2,image/H2.png,A8,Artistic Deformation,permitted,soft melting clocks / deformed clocks,prompt_required,no,prompt_required,no,yes,2,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H2_A,H2,image/H2.png,A8,Artistic Deformation,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H3_V,H3,image/H3.png,A8,Artistic Deformation,violating,soft melting clocks / deformed clocks,prompt_violating,yes,prompt_violating,yes,yes,3,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
H3_P,H3,image/H3.png,A8,Artistic Deformation,permitted,soft melting clocks / deformed clocks,prompt_required,no,prompt_required,no,yes,3,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H3_A,H3,image/H3.png,A8,Artistic Deformation,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H4_V,H4,image/H4.png,A8,Artistic Deformation,violating,soft melting clocks / deformed clocks,prompt_violating,yes,prompt_violating,yes,yes,3,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
H4_P,H4,image/H4.png,A8,Artistic Deformation,permitted,soft melting clocks / deformed clocks,prompt_required,no,prompt_required,no,yes,3,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H4_A,H4,image/H4.png,A8,Artistic Deformation,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H5_V,H5,image/H5.png,A8,Artistic Deformation,violating,soft melting clocks / deformed clocks,prompt_violating,yes,prompt_violating,yes,yes,3,none,,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True,prompt_violating,yes,True,True,True
H5_P,H5,image/H5.png,A8,Artistic Deformation,permitted,soft melting clocks / deformed clocks,prompt_required,no,prompt_required,no,yes,3,none,,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H5_A,H5,image/H5.png,A8,Artistic Deformation,ambiguous,soft melting clocks / deformed clocks,ambiguous,uncertain,prompt_required,no,yes,3,none,,False,False,prompt_required,no,True,True,True,prompt_required,no,True,True,True,prompt_required,no,True,True,True
H6,H6,image/H6.png,A8,Artistic Deformation,no_issue,none,no_issue,no,prompt_required,no,no,2,none,,False,True,no_issue,no,False,True,False,no_issue,no,False,True,False,no_issue,no,False,True,False
H7,H7,image/H7.png,A8,Artistic Deformation,no_issue,none,no_issue,no,prompt_required,no,no,2,none,,False,True,no_issue,no,False,True,False,no_issue,no,False,True,False,no_issue,no,False,True,False
H8,H8,image/H8.png,A8,Artistic Deformation,no_issue,none,no_issue,no,prompt_required,no,no,2,none,,False,True,no_issue,no,False,True,False,no_issue,no,False,True,False,no_issue,no,False,True,False
